year,nuclear,geo,bio,hydro,wind,solar
2253,87882775.22182721,2172219.7067246106,37107073.38536209,12231434.880081046,79675304.93848582,39012502.71428567
2254,88183515.40039864,2179621.6475041932,37224906.84964868,12262308.71936676,79995148.53777659,39172775.857142806
2255,88484255.57897007,2187023.588283776,37342740.313935265,12293182.558652475,80314992.13706736,39333048.99999994
2256,88784995.75754151,2194425.5290633584,37460573.77822185,12324056.39793819,80634835.73635814,39493322.142857134
2257,89085735.93611294,2201827.469842941,37578407.24250844,12354930.237223905,80954679.33564891,39653595.28571427
2258,89386476.11468437,2209229.4106225236,37696240.70679503,12385804.07650962,81274522.93493968,39813868.4285714
2259,89687216.2932558,2216631.351402106,37814074.17108162,12416677.915795334,81594366.53423046,39974141.57142854
2260,89987956.47182724,2224033.292181689,37931907.635368206,12447551.755081048,81914210.13352123,40134414.71428567
2261,90288696.65039867,2231435.2329612714,38049741.099654794,12478425.594366763,82234053.732812,40294687.857142806
2262,90589436.8289701,2238837.173740854,38167574.56394138,12509299.433652477,82553897.33210278,40454960.99999994
2263,90890177.00754154,2246239.1145204366,38285408.02822797,12540173.272938192,82873740.93139355,40615234.142857134
2264,91190917.18611297,2253641.055300019,38403241.49251456,12571047.112223906,83193584.53068432,40775507.28571427
2265,91491657.3646844,2261042.996079602,38521074.956801146,12601920.951509621,83513428.1299751,40935780.4285714
2266,91792397.54325584,2268444.9368591844,38638908.421087734,12632794.790795336,83833271.72926587,41096053.57142854
2267,92093137.72182727,2275846.877638767,38756741.88537432,12663668.63008105,84153115.32855664,41256326.71428567
2268,92393877.9003987,2283248.8184183496,38874575.34966091,12694542.469366765,84472958.92784742,41416599.857142806
2269,92694618.07897013,2290650.759197932,38992408.8139475,12725416.30865248,84792802.52713819,41576872.99999994
2270,92995358.25754157,2298052.699977515,39110242.27823409,12756290.147938194,85112646.12642896,41737146.142857134
2271,93296098.436113,2305454.6407570974,39228075.742520675,12787163.987223908,85432489.72571974,41897419.28571427
2272,93596838.61468443,2312856.58153668,39345909.20680726,12818037.826509623,85752333.32501051,42057692.4285714
2273,93897578.79325587,2320258.5223162626,39463742.67109385,12848911.665795337,86072176.92430128,42217965.57142854
2274,94198318.9718273,2327660.463095845,39581576.13538044,12879785.505081052,86392020.52359205,42378238.71428567
2275,94499059.15039873,2335062.403875428,39699409.59966703,12910659.344366767,86711864.12288283,42538511.857142806
2276,94799799.32897016,2342464.3446550104,39817243.063953616,12941533.183652481,87031707.7221736,42698784.99999994
2277,95100539.5075416,2349866.285434593,39935076.528240204,12972407.022938196,87351551.32146437,42859058.142857134
2278,95401279.68611303,2357268.2262141756,40052909.99252679,13003280.86222391,87671394.92075515,43019331.28571427
2279,95702019.86468446,2364670.166993758,40170743.45681338,13034154.701509625,87991238.52004592,43179604.4285714
2280,96002760.0432559,2372072.107773341,40288576.92109997,13065028.54079534,88311082.1193367,43339877.57142854
2281,96303500.22182733,2379474.0485529234,40406410.38538656,13095902.380081054,88630925.71862747,43500150.71428567
2282,96604240.40039876,2386875.989332506,40524243.849673145,13126776.219366768,88950769.31791824,43660423.857142806
2283,96904980.5789702,2394277.9301120886,40642077.31395973,13157650.058652483,89270612.91720901,43820696.99999994
2284,97205720.75754163,2401679.870891671,40759910.77824632,13188523.897938197,89590456.51649979,43980970.142857134
2285,97506460.93611306,2409081.8116712538,40877744.24253291,13219397.737223912,89910300.11579056,44141243.28571427
2286,97807201.11468449,2416483.7524508364,40995577.7068195,13250271.576509627,90230143.71508133,44301516.4285714
2287,98107941.29325593,2423885.693230419,41113411.171106085,13281145.415795341,90549987.3143721,44461789.57142854
2288,98408681.47182736,2431287.6340100016,41231244.63539267,13312019.255081056,90869830.91366288,44622062.71428567
2289,98709421.65039879,2438689.574789584,41349078.09967926,13342893.09436677,91189674.51295365,44782335.857142806
2290,99010161.82897022,2446091.5155691667,41466911.56396585,13373766.933652485,91509518.11224443,44942608.99999994
2291,99310902.00754166,2453493.4563487493,41584745.02825244,13404640.7729382,91829361.7115352,45102882.142857134
2292,99611642.18611309,2460895.397128332,41702578.492539026,13435514.612223914,92149205.31082597,45263155.28571427
2293,99912382.36468452,2468297.3379079145,41820411.956825614,13466388.451509628,92469048.91011675,45423428.4285714
2294,100213122.54325595,2475699.278687497,41938245.4211122,13497262.290795343,92788892.50940752,45583701.57142854
2295,100513862.72182739,2483101.2194670797,42056078.88539879,13528136.130081058,93108736.1086983,45743974.71428567
2296,100814602.90039882,2490503.1602466623,42173912.34968538,13559009.969366772,93428579.70798907,45904247.857142806
2297,101115343.07897025,2497905.101026245,42291745.81397197,13589883.808652487,93748423.30727984,46064520.99999994
2298,101416083.25754169,2505307.0418058275,42409579.278258555,13620757.647938201,94068266.90657061,46224794.142857134
2299,101716823.43611312,2512708.98258541,42527412.74254514,13651631.487223916,94388110.50586139,46385067.28571427
2300,102017563.61468455,2520110.9233649927,42645246.20683173,13682505.32650963,94707954.10515216,46545340.4285714
2301,102318303.79325598,2527512.8641445753,42763079.67111832,13713379.165795345,95027797.70444293,46705613.57142854
2302,102619043.97182742,2534914.804924158,42880913.13540491,13744253.00508106,95347641.3037337,46865886.71428567
2303,102919784.15039885,2542316.7457037405,42998746.599691495,13775126.844366774,95667484.90302448,47026159.857142806
2304,103220524.32897028,2549718.686483323,43116580.06397808,13806000.683652489,95987328.50231525,47186432.99999994
2305,103521264.50754172,2557120.6272629057,43234413.52826467,13836874.522938203,96307172.10160603,47346706.142857134
2306,103822004.68611315,2564522.5680424883,43352246.99255126,13867748.362223918,96627015.7008968,47506979.28571427
2307,104122744.86468458,2571924.508822071,43470080.45683785,13898622.201509632,96946859.30018757,47667252.4285714
2308,104423485.04325601,2579326.4496016535,43587913.921124436,13929496.040795347,97266702.89947835,47827525.57142854
2309,104724225.22182745,2586728.390381236,43705747.385411024,13960369.880081061,97586546.49876912,47987798.71428567
2310,105024965.40039888,2594130.3311608187,43823580.84969761,13991243.719366776,97906390.0980599,48148071.857142806
2311,105325705.57897031,2601532.2719404013,43941414.3139842,14022117.55865249,98226233.69735067,48308344.99999994
2312,105626445.75754175,2608934.212719984,44059247.77827079,14052991.397938205,98546077.29664144,48468618.142857134
2313,105927185.93611318,2616336.1534995665,44177081.24255738,14083865.23722392,98865920.89593221,48628891.28571427
2314,106227926.11468461,2623738.094279149,44294914.706843965,14114739.076509634,99185764.49522299,48789164.4285714
2315,106528666.29325604,2631140.0350587317,44412748.17113055,14145612.915795349,99505608.09451376,48949437.57142854
2316,106829406.47182748,2638541.9758383143,44530581.63541714,14176486.755081063,99825451.69380453,49109710.71428567
2317,107130146.65039891,2645943.916617897,44648415.09970373,14207360.594366778,100145295.2930953,49269983.857142806
2318,107430886.82897034,2653345.8573974795,44766248.56399032,14238234.433652492,100465138.89238608,49430256.99999994
2319,107731627.00754178,2660747.798177062,44884082.028276905,14269108.272938207,100784982.49167685,49590530.142857134
2320,108032367.18611321,2668149.7389566447,45001915.49256349,14299982.112223921,101104826.09096763,49750803.28571427
2321,108333107.36468464,2675551.6797362273,45119748.95685008,14330855.951509636,101424669.6902584,49911076.4285714
2322,108633847.54325607,2682953.62051581,45237582.42113667,14361729.79079535,101744513.28954917,50071349.57142854
2323,108934587.7218275,2690355.5612953925,45355415.88542326,14392603.630081065,102064356.88883995,50231622.71428567
2324,109235327.90039894,2697757.502074975,45473249.349709846,14423477.46936678,102384200.48813072,50391895.857142806
2325,109536068.07897037,2705159.4428545577,45591082.813996434,14454351.308652494,102704044.08742149,50552168.99999994
2326,109836808.2575418,2712561.3836341402,45708916.27828302,14485225.147938209,103023887.68671227,50712442.142857134
2327,110137548.43611324,2719963.324413723,45826749.74256961,14516098.987223923,103343731.28600304,50872715.28571427
2328,110438288.61468467,2727365.2651933054,45944583.2068562,14546972.826509638,103663574.88529381,51032988.4285714
2329,110739028.7932561,2734767.205972888,46062416.67114279,14577846.665795352,103983418.48458458,51193261.57142854
2330,111039768.97182754,2742169.1467524706,46180250.135429375,14608720.505081067,104303262.08387536,51353534.71428567
2331,111340509.15039897,2749571.0875320532,46298083.59971596,14639594.344366781,104623105.68316613,51513807.857142806
2332,111641249.3289704,2756973.028311636,46415917.06400255,14670468.183652496,104942949.2824569,51674080.99999994
2333,111941989.50754184,2764374.9690912184,46533750.52828914,14701342.02293821,105262792.88174768,51834354.142857075
2334,112242729.68611327,2771776.909870801,46651583.99257573,14732215.862223925,105582636.48103845,51994627.28571427
2335,112543469.8646847,2779178.8506503836,46769417.456862316,14763089.70150964,105902480.08032922,52154900.4285714
2336,112844210.04325613,2786580.791429966,46887250.9211489,14793963.540795354,106222323.67962,52315173.57142854
2337,113144950.22182757,2793982.732209549,47005084.38543549,14824837.380081069,106542167.27891077,52475446.71428567
2338,113445690.400399,2801384.6729891314,47122917.84972208,14855711.219366783,106862010.87820154,52635719.857142806
2339,113746430.57897043,2808786.613768714,47240751.31400867,14886585.058652498,107181854.47749232,52795992.99999994
2340,114047170.75754187,2816188.5545482966,47358584.778295256,14917458.897938212,107501698.07678309,52956266.142857075
2341,114347910.9361133,2823590.495327879,47476418.242581844,14948332.737223927,107821541.67607386,53116539.28571427
2342,114648651.11468473,2830992.436107462,47594251.70686843,14979206.576509641,108141385.27536464,53276812.4285714
2343,114949391.29325616,2838394.3768870444,47712085.17115502,15010080.415795356,108461228.87465541,53437085.57142854
2344,115250131.4718276,2845796.317666627,47829918.63544161,15040954.25508107,108781072.47394618,53597358.71428567
2345,115550871.65039903,2853198.2584462096,47947752.0997282,15071828.094366785,109100916.07323696,53757631.857142806
2346,115851611.82897046,2860600.199225792,48065585.564014785,15102701.9336525,109420759.67252773,53917904.99999994
2347,116152352.0075419,2868002.140005375,48183419.02830137,15133575.772938214,109740603.2718185,54078178.142857075
2348,116453092.18611333,2875404.0807849574,48301252.49258796,15164449.612223929,110060446.87110928,54238451.28571427
2349,116753832.36468476,2882806.02156454,48419085.95687455,15195323.451509643,110380290.47040005,54398724.4285714
2350,117054572.5432562,2890207.9623441226,48536919.42116114,15226197.290795358,110700134.06969082,54558997.57142854
2351,117355312.72182763,2897609.903123705,48654752.885447726,15257071.130081072,111019977.6689816,54719270.71428567
2352,117656052.90039906,2905011.843903288,48772586.349734314,15287944.969366787,111339821.26827237,54879543.857142806
2353,117956793.07897049,2912413.7846828704,48890419.8140209,15318818.808652502,111659664.86756314,55039816.99999994
2354,118257533.25754192,2919815.725462453,49008253.27830749,15349692.647938216,111979508.46685392,55200090.142857075
2355,118558273.43611336,2927217.6662420356,49126086.74259408,15380566.48722393,112299352.06614469,55360363.28571427
2356,118859013.61468479,2934619.607021618,49243920.20688067,15411440.326509645,112619195.66543546,55520636.4285714
2357,119159753.79325622,2942021.5478012008,49361753.671167254,15442314.16579536,112939039.26472624,55680909.57142854
2358,119460493.97182766,2949423.4885807834,49479587.13545384,15473188.005081074,113258882.86401701,55841182.71428567
2359,119761234.15039909,2956825.429360366,49597420.59974043,15504061.844366789,113578726.46330778,56001455.857142806
2360,120061974.32897052,2964227.3701399486,49715254.06402702,15534935.683652503,113898570.06259856,56161728.99999994
2361,120362714.50754195,2971629.310919531,49833087.52831361,15565809.522938218,114218413.66188933,56322002.142857075
2362,120663454.68611339,2979031.2516991138,49950920.992600195,15596683.362223933,114538257.2611801,56482275.28571427
2363,120964194.86468482,2986433.1924786964,50068754.45688678,15627557.201509647,114858100.86047088,56642548.4285714
2364,121264935.04325625,2993835.133258279,50186587.92117337,15658431.040795362,115177944.45976165,56802821.57142854
2365,121565675.22182769,3001237.0740378615,50304421.38545996,15689304.880081076,115497788.05905242,56963094.71428567
2366,121866415.40039912,3008639.014817444,50422254.84974655,15720178.71936679,115817631.6583432,57123367.857142806
2367,122167155.57897055,3016040.9555970267,50540088.314033136,15751052.558652505,116137475.25763397,57283640.99999994
2368,122467895.75754198,3023442.8963766093,50657921.778319724,15781926.39793822,116457318.85692474,57443914.142857075
2369,122768635.93611342,3030844.837156192,50775755.24260631,15812800.237223934,116777162.45621552,57604187.28571427
2370,123069376.11468485,3038246.7779357745,50893588.7068929,15843674.076509649,117097006.05550629,57764460.4285714
2371,123370116.29325628,3045648.718715357,51011422.17117949,15874547.915795363,117416849.65479706,57924733.57142854
2372,123670856.47182772,3053050.6594949397,51129255.63546608,15905421.755081078,117736693.25408784,58085006.71428567
2373,123971596.65039915,3060452.6002745223,51247089.099752665,15936295.594366793,118056536.85337861,58245279.857142806
2374,124272336.82897058,3067854.541054105,51364922.56403925,15967169.433652507,118376380.45266938,58405552.99999994
2375,124573077.00754201,3075256.4818336875,51482756.02832584,15998043.272938222,118696224.05196016,58565826.142857075
2376,124873817.18611345,3082658.42261327,51600589.49261243,16028917.112223936,119016067.65125093,58726099.28571427
2377,125174557.36468488,3090060.3633928527,51718422.95689902,16059790.95150965,119335911.2505417,58886372.4285714
2378,125475297.54325631,3097462.3041724353,51836256.421185605,16090664.790795365,119655754.84983248,59046645.57142854
2379,125776037.72182775,3104864.244952018,51954089.88547219,16121538.63008108,119975598.44912325,59206918.71428567
2380,126076777.90039918,3112266.1857316005,52071923.34975878,16152412.469366794,120295442.04841402,59367191.857142806
2381,126377518.07897061,3119668.126511183,52189756.81404537,16183286.308652509,120615285.6477048,59527464.99999994
2382,126678258.25754204,3127070.0672907657,52307590.27833196,16214160.147938224,120935129.24699557,59687738.142857075
2383,126978998.43611348,3134472.0080703483,52425423.742618546,16245033.987223938,121254972.84628634,59848011.28571427
2384,127279738.61468491,3141873.948849931,52543257.206905134,16275907.826509653,121574816.44557711,60008284.4285714
2385,127580478.79325634,3149275.8896295135,52661090.67119172,16306781.665795367,121894660.04486789,60168557.57142854
2386,127881218.97182778,3156677.830409096,52778924.13547831,16337655.505081082,122214503.64415866,60328830.71428567
2387,128181959.15039921,3164079.7711886787,52896757.5997649,16368529.344366796,122534347.24344943,60489103.857142806
2388,128482699.32897064,3171481.7119682613,53014591.06405149,16399403.18365251,122854190.84274021,60649376.99999994
2389,128783439.50754207,3178883.652747844,53132424.528338075,16430277.022938225,123174034.44203098,60809650.142857075
2390,129084179.6861135,3186285.5935274265,53250257.99262466,16461150.86222394,123493878.04132175,60969923.28571427
2391,129384919.86468494,3193687.534307009,53368091.45691125,16492024.701509655,123813721.64061253,61130196.4285714
2392,129685660.04325637,3201089.4750865917,53485924.92119784,16522898.54079537,124133565.2399033,61290469.57142854
2393,129986400.2218278,3208491.4158661743,53603758.38548443,16553772.380081084,124453408.83919407,61450742.71428567
2394,130287140.40039924,3215893.356645757,53721591.849771015,16584646.219366798,124773252.43848485,61611015.857142806
2395,130587880.57897067,3223295.2974253395,53839425.3140576,16615520.058652513,125093096.03777562,61771288.99999994
2396,130888620.7575421,3230697.238204922,53957258.77834419,16646393.897938227,125412939.6370664,61931562.142857075
2397,131189360.93611354,3238099.1789845047,54075092.24263078,16677267.737223942,125732783.23635717,62091835.28571427
2398,131490101.11468497,3245501.1197640873,54192925.70691737,16708141.576509656,126052626.83564794,62252108.4285714
2399,131790841.2932564,3252903.06054367,54310759.171203956,16739015.415795371,126372470.43493871,62412381.57142854
2400,132091581.47182783,3260305.0013232525,54428592.635490544,16769889.255081085,126692314.03422949,62572654.71428567
2401,132392321.65039927,3267706.942102835,54546426.09977713,16800763.0943668,127012157.63352026,62732927.857142806
2402,132693061.8289707,3275108.8828824176,54664259.56406372,16831636.933652513,127332001.23281103,62893200.99999994
2403,132993802.00754213,3282510.8236620002,54782093.02835031,16862510.772938225,127651844.8321018,63053474.142857075
2404,133294542.18611357,3289912.764441583,54899926.4926369,16893384.612223938,127971688.43139258,63213747.28571427
2405,133595282.364685,3297314.7052211654,55017759.956923485,16924258.45150965,128291532.03068335,63374020.4285714
2406,133896022.54325643,3304716.646000748,55135593.42121007,16955132.290795363,128611375.62997413,63534293.57142854
2407,134196762.72182786,3312118.5867803306,55253426.88549666,16986006.130081076,128931219.2292649,63694566.71428567
2408,134497502.9003993,3319520.527559913,55371260.34978325,17016879.96936679,129251062.82855567,63854839.857142806
2409,134798243.07897073,3326922.468339496,55489093.81406984,17047753.8086525,129570906.42784645,64015112.99999994
2410,135098983.25754216,3334324.4091190784,55606927.278356425,17078627.647938214,129890750.02713722,64175386.142857075
2411,135399723.4361136,3341726.349898661,55724760.74264301,17109501.487223927,130210593.626428,64335659.28571427
2412,135700463.61468503,3349128.2906782436,55842594.2069296,17140375.32650964,130530437.22571877,64495932.4285714
2413,136001203.79325646,3356530.231457826,55960427.67121619,17171249.165795352,130850280.82500954,64656205.57142854
2414,136301943.9718279,3363932.172237409,56078261.13550278,17202123.005081065,131170124.42430031,64816478.71428567
2415,136602684.15039933,3371334.1130169914,56196094.599789366,17232996.844366778,131489968.02359109,64976751.857142806
2416,136903424.32897076,3378736.053796574,56313928.064075954,17263870.68365249,131809811.62288186,65137024.99999994
2417,137204164.5075422,3386137.9945761566,56431761.52836254,17294744.522938203,132129655.22217263,65297298.142857075
2418,137504904.68611363,3393539.935355739,56549594.99264913,17325618.362223916,132449498.8214634,65457571.28571427
2419,137805644.86468506,3400941.876135322,56667428.45693572,17356492.20150963,132769342.42075418,65617844.4285714
2420,138106385.0432565,3408343.8169149044,56785261.92122231,17387366.04079534,133089186.02004495,65778117.57142854
2421,138407125.22182792,3415745.757694487,56903095.385508895,17418239.880081054,133409029.61933573,65938390.71428567
2422,138707865.40039936,3423147.6984740696,57020928.84979548,17449113.719366767,133728873.2186265,66098663.857142806
2423,139008605.5789708,3430549.639253652,57138762.31408207,17479987.55865248,134048716.81791727,66258936.99999994
2424,139309345.75754222,3437951.580033235,57256595.77836866,17510861.397938192,134368560.41720805,66419210.142857075
2425,139610085.93611366,3445353.5208128174,57374429.24265525,17541735.237223905,134688404.0164988,66579483.28571427
2426,139910826.1146851,3452755.4615924,57492262.706941836,17572609.076509617,135008247.61578956,66739756.4285714
2427,140211566.29325652,3460157.4023719826,57610096.17122842,17603482.91579533,135328091.21508032,66900029.57142854
2428,140512306.47182795,3467559.343151565,57727929.63551501,17634356.755081043,135647934.81437108,67060302.71428567
2429,140813046.6503994,3474961.283931148,57845763.0998016,17665230.594366755,135967778.41366184,67220575.8571428
2430,141113786.82897082,3482363.2247107304,57963596.56408819,17696104.433652468,136287622.0129526,67380848.99999994
2431,141414527.00754225,3489765.165490313,58081430.028374776,17726978.27293818,136607465.61224335,67541122.14285707
2432,141715267.1861137,3497167.1062698956,58199263.492661364,17757852.112223893,136927309.2115341,67701395.28571427
2433,142016007.36468512,3504569.047049478,58317096.95694795,17788725.951509606,137247152.81082487,67861668.4285714
2434,142316747.54325655,3511970.9878290608,58434930.42123454,17819599.79079532,137566996.41011563,68021941.57142854
2435,142617487.72182798,3519372.9286086434,58552763.88552113,17850473.63008103,137886840.0094064,68182214.71428567
2436,142918227.90039942,3526774.869388226,58670597.34980772,17881347.469366744,138206683.60869715,68342487.8571428
2437,143218968.07897085,3534176.8101678086,58788430.814094305,17912221.308652457,138526527.2079879,68502760.99999994
2438,143519708.25754228,3541578.750947391,58906264.27838089,17943095.14793817,138846370.80727866,68663034.14285707
2439,143820448.43611372,3548980.6917269737,59024097.74266748,17973968.987223882,139166214.40656942,68823307.28571427
2440,144121188.61468515,3556382.6325065563,59141931.20695407,18004842.826509595,139486058.00586018,68983580.4285714
2441,144421928.79325658,3563784.573286139,59259764.67124066,18035716.665795308,139805901.60515094,69143853.57142854
2442,144722668.971828,3571186.5140657215,59377598.135527246,18066590.50508102,140125745.2044417,69304126.71428567
2443,145023409.15039945,3578588.454845304,59495431.599813834,18097464.344366733,140445588.80373245,69464399.8571428
2444,145324149.32897088,3585990.3956248867,59613265.06410042,18128338.183652446,140765432.4030232,69624672.99999994
2445,145624889.5075423,3593392.3364044693,59731098.52838701,18159212.02293816,141085276.00231397,69784946.14285707
2446,145925629.68611374,3600794.277184052,59848931.9926736,18190085.86222387,141405119.60160473,69945219.28571427
2447,146226369.86468518,3608196.2179636345,59966765.45696019,18220959.701509584,141724963.2008955,70105492.4285714
2448,146527110.0432566,3615598.158743217,60084598.921246774,18251833.540795296,142044806.80018625,70265765.57142854
2449,146827850.22182804,3623000.0995227997,60202432.38553336,18282707.38008101,142364650.399477,70426038.71428567
2450,147128590.40039948,3630402.0403023823,60320265.84981995,18313581.21936672,142684493.99876776,70586311.8571428
2451,147429330.5789709,3637803.981081965,60438099.31410654,18344455.058652434,143004337.59805852,70746584.99999994
2452,147730070.75754234,3645205.9218615475,60555932.77839313,18375328.897938147,143324181.19734928,70906858.14285707
2453,148030810.93611377,3652607.86264113,60673766.242679715,18406202.73722386,143644024.79664004,71067131.28571427
2454,148331551.1146852,3660009.8034207127,60791599.7069663,18437076.576509573,143963868.3959308,71227404.4285714
2455,148632291.29325664,3667411.7442002953,60909433.17125289,18467950.415795285,144283711.99522156,71387677.57142854
2456,148933031.47182807,3674813.684979878,61027266.63553948,18498824.255080998,144603555.5945123,71547950.71428567
2457,149233771.6503995,3682215.6257594605,61145100.09982607,18529698.09436671,144923399.19380307,71708223.8571428
2458,149534511.82897094,3689617.566539043,61262933.564112656,18560571.933652423,145243242.79309383,71868496.99999994
2459,149835252.00754237,3697019.5073186257,61380767.028399244,18591445.772938136,145563086.3923846,72028770.14285707
2460,150135992.1861138,3704421.4480982083,61498600.49268583,18622319.61222385,145882929.99167535,72189043.28571427
2461,150436732.36468524,3711823.388877791,61616433.95697242,18653193.45150956,146202773.5909661,72349316.4285714
2462,150737472.54325667,3719225.3296573735,61734267.42125901,18684067.290795274,146522617.19025686,72509589.57142854
2463,151038212.7218281,3726627.270436956,61852100.8855456,18714941.130080987,146842460.78954762,72669862.71428567
2464,151338952.90039954,3734029.2112165387,61969934.349832185,18745814.9693667,147162304.38883838,72830135.8571428
2465,151639693.07897097,3741431.1519961213,62087767.81411877,18776688.808652412,147482147.98812914,72990408.99999994
2466,151940433.2575424,3748833.092775704,62205601.27840536,18807562.647938125,147801991.5874199,73150682.14285707
2467,152241173.43611383,3756235.0335552865,62323434.74269195,18838436.487223838,148121835.18671066,73310955.28571427
2468,152541913.61468527,3763636.974334869,62441268.20697854,18869310.32650955,148441678.7860014,73471228.4285714
2469,152842653.7932567,3771038.9151144517,62559101.671265125,18900184.165795263,148761522.38529217,73631501.57142854
2470,153143393.97182813,3778440.8558940343,62676935.13555171,18931058.005080976,149081365.98458293,73791774.71428567
2471,153444134.15039957,3785842.796673617,62794768.5998383,18961931.84436669,149401209.5838737,73952047.8571428
2472,153744874.328971,3793244.7374531995,62912602.06412489,18992805.6836524,149721053.18316445,74112320.99999994
2473,154045614.50754243,3800646.678232782,63030435.52841148,19023679.522938114,150040896.7824552,74272594.14285707
2474,154346354.68611386,3808048.6190123647,63148268.992698066,19054553.362223826,150360740.38174596,74432867.28571427
2475,154647094.8646853,3815450.5597919472,63266102.456984654,19085427.20150954,150680583.98103672,74593140.4285714
2476,154947835.04325673,3822852.50057153,63383935.92127124,19116301.04079525,151000427.58032748,74753413.57142854
2477,155248575.22182816,3830254.4413511124,63501769.38555783,19147174.880080964,151320271.17961824,74913686.71428567
2478,155549315.4003996,3837656.382130695,63619602.84984442,19178048.719366677,151640114.778909,75073959.8571428
2479,155850055.57897103,3845058.3229102776,63737436.31413101,19208922.55865239,151959958.37819976,75234232.99999994
2480,156150795.75754246,3852460.2636898602,63855269.778417595,19239796.397938102,152279801.9774905,75394506.14285707
2481,156451535.9361139,3859862.204469443,63973103.24270418,19270670.237223815,152599645.57678127,75554779.28571427
2482,156752276.11468533,3867264.1452490254,64090936.70699077,19301544.076509528,152919489.17607203,75715052.4285714
2483,157053016.29325676,3874666.086028608,64208770.17127736,19332417.91579524,153239332.7753628,75875325.57142854
2484,157353756.4718282,3882068.0268081906,64326603.63556395,19363291.755080953,153559176.37465355,76035598.71428567
2485,157654496.65039963,3889469.967587773,64444437.099850535,19394165.594366666,153879019.9739443,76195871.8571428
2486,157955236.82897106,3896871.908367356,64562270.56413712,19425039.43365238,154198863.57323506,76356144.99999994
2487,158255977.0075425,3904273.8491469384,64680104.02842371,19455913.27293809,154518707.17252582,76516418.14285707
2488,158556717.18611392,3911675.789926521,64797937.4927103,19486787.112223804,154838550.77181658,76676691.28571427
2489,158857457.36468536,3919077.7307061036,64915770.95699689,19517660.951509517,155158394.37110734,76836964.4285714
2490,159158197.5432568,3926479.671485686,65033604.421283476,19548534.79079523,155478237.9703981,76997237.57142854
2491,159458937.72182822,3933881.612265269,65151437.885570064,19579408.630080942,155798081.56968886,77157510.71428567
2492,159759677.90039966,3941283.5530448514,65269271.34985665,19610282.469366655,156117925.16897961,77317783.8571428
2493,160060418.0789711,3948685.493824434,65387104.81414324,19641156.308652367,156437768.76827037,77478056.99999994
2494,160361158.25754252,3956087.4346040166,65504938.27842983,19672030.14793808,156757612.36756113,77638330.14285707
2495,160661898.43611395,3963489.375383599,65622771.74271642,19702903.987223793,157077455.9668519,77798603.28571427
2496,160962638.6146854,3970891.316163182,65740605.207003005,19733777.826509506,157397299.56614265,77958876.4285714
2497,161263378.79325682,3978293.2569427644,65858438.67128959,19764651.66579522,157717143.1654334,78119149.57142854
2498,161564118.97182825,3985695.197722347,65976272.13557618,19795525.50508093,158036986.76472417,78279422.71428567
2499,161864859.15039968,3993097.1385019296,66094105.59986277,19826399.344366644,158356830.36401492,78439695.8571428
2500,162165599.32897112,4000499.079281512,66211939.06414936,19857273.183652356,158676673.96330568,78599968.99999994
2501,162466339.50754255,4007901.020061095,66329772.528435946,19888147.02293807,158996517.56259644,78760242.14285707
2502,162767079.68611398,4015302.9608406774,66447605.99272253,19919020.86222378,159316361.1618872,78920515.28571427
2503,163067819.86468542,4022704.90162026,66565439.45700912,19949894.701509494,159636204.76117796,79080788.4285714
2504,163368560.04325685,4030106.8423998426,66683272.92129571,19980768.540795207,159956048.36046872,79241061.57142854
2505,163669300.22182828,4037508.783179425,66801106.3855823,20011642.38008092,160275891.95975947,79401334.71428567
2506,163970040.4003997,4044910.7239590078,66918939.849868886,20042516.219366632,160595735.55905023,79561607.8571428
2507,164270780.57897115,4052312.6647385904,67036773.314155474,20073390.058652345,160915579.158341,79721880.99999994
2508,164571520.75754258,4059714.605518173,67154606.77844205,20104263.897938058,161235422.75763175,79882154.14285707
2509,164872260.936114,4067116.5462977556,67272440.24272864,20135137.73722377,161555266.3569225,80042427.28571427
2510,165173001.11468545,4074518.487077338,67390273.70701522,20166011.576509483,161875109.95621327,80202700.4285714
2511,165473741.29325688,4081920.4278569208,67508107.1713018,20196885.415795196,162194953.55550402,80362973.57142854
2512,165774481.4718283,4089322.3686365033,67625940.63558838,20227759.25508091,162514797.15479478,80523246.71428567
2513,166075221.65039974,4096724.309416086,67743774.09987496,20258633.09436662,162834640.75408554,80683519.8571428
2514,166375961.82897118,4104126.2501956685,67861607.56416154,20289506.933652334,163154484.3533763,80843792.99999994
2515,166676702.0075426,4111528.190975251,67979441.02844812,20320380.772938047,163474327.95266706,81004066.14285707
2516,166977442.18611404,4118930.1317548337,68097274.4927347,20351254.61222376,163794171.55195782,81164339.28571421
